title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
"Customer Support Supervisor (Kazakh, Russian, and English Language)",Спортион эй эм (Sportion TM),Не указано,Не указано,"Sportserve forms part of a remarkable group of B2C sports betting and B2B sportsbook technology companies, focused on delivering first class sports betting experiences and casino products for our users worldwide. Along with Sportion, TechSpirit, Standard Focus and Sportelligent, we are the driving force behind the world renowned sports betting company and our flagship brand, Dafabet.

Since launching our global hiring initiative, we now employ over 2,000 people worldwide, offering exciting career paths in Technology, Trading, Operations and Media. We pride ourselves on having a diverse and international culture that embraces the global community and acts locally. We offer office based, hybrid and remote work on permanent and consultancy contracts all over the world, making us the true global employer of choice.

What you'll be getting up to:

Direct reporting of Customer Service Associates.
Responsible for staffing, scheduling, recruiting, interviewing, hiring and new employee orientation of his/her role.
Responsible for employee development and performance management.
Responsible for chat/email evaluation, resolution and follow up.
Ensure implementation of new hire and continuing education programs.
Report and analyze data necessary to monitor team efficiency.
Provide timely, consistent and constructive feedback to agents and QA Analyst regarding performance towards goals.
Develop, implement and maintain policies and procedures to ensure quality customer service.
Liaison between customer support and other departments for shared ideas and processes regarding quality customer service, product innovations and promotions.
Provide effective feedback to the Management regarding process flow and interdepartmental concerns when necessary.
General support for all members of the Customer Support team.
Perform other duties as assigned.

Requirements:

At least college graduate.
Ability to handle difficult customer situations with tact.
Must have good Kazakh, Russian, and English Language communication skills, both written and spoken.
Display excellent problem solving and people skills.
Strong customer skills.
Strong problem solving skills.
Ability to make decisions and use independent judgment.
Ability to lead teams, provide & receive constructive feedback and build team-based activities.
Possess a strong chat presence.
Ability to prioritize, multi-task and delegate duties.
Strong communication skills, both verbal and written.
Ability to communicate professionally with both internal and external customers.
Ability to listen to and comprehend information and feedback.
Available to work with 24/7 shifting and work weekends and holidays in order to monitor operations.
Has good working knowledge of MS Office applications.
Can work with minimal supervision.
Preferably with work experience with strong emphasis in coaching, leadership and performance evaluation to achieve set standards.

Diversity & Inclusion

We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills and views. The more inclusive we are, the better our work will be. Creating a culture of Equality isn’t just the right thing to do, it’s also the smart thing.",1–3 года,Полная занятость,График: 5/2,"Рабочие часы: 8
Вечерние или ночные смены",Формат работы: удалённо,3 апреля 2025,https://hh.kz/vacancy/119117832,Не указано
Material Scheduler,ТОО Alstom,Не указано,Не указано,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry.

Every day, more than 80 000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars.

Could you be the full-time Material Scheduler in Astana we’re looking for?

Your future role

Take on a new challenge and apply your analytical expertise in a new cutting-edge field. You’ll report to Lead Material Scheduler Aida Ishanngaliyeva, and work alongside passionate and inquisitive teammates.

You'll guarantee precise forecast of material needs for production. Day-to-day, you’ll work closely with teams across the business (Operations, Procurement, Engineering etc.), contribute to budget optimization and much more.

You’ll specifically take care of calculating min/max for materials within scope, but also monitoring actual versus plan.

We’ll look to you for:

Manage the Materials Requirements Planning process to ensure materials are available for Operational requirements whilst meeting inventory budgets;
To maintain & update MRP parameters in the business system, as well as the creation of new parts and management of obsolete material.
To support the business through the provision of additional data in the form of reports and Key Performance indicators (KPI’s) as specified by the Supply Chain;
To maintain all Material Master records.

All about you

We value passion and attitude over experience. That’s why we don’t expect you to have every single skill. Instead, we’ve listed some that we think will help you succeed and grow in this role:

Analytical skills
Experience with an ERP system (SAP, JDE, 1C, Axapta or other)
Intermediate English
Expert MS Excel proficiency
Power BI and Power Query proficiency is desired
Good communication and data management skills

Things you’ll enjoy

Join us on a life-long transformative journey – the rail industry is here to stay, so you can grow and develop new skills and experiences throughout your career. You’ll also:

Enjoy stability, challenges and a long-term career free from boring daily routines
Work with cutting-edge analytical tools
Collaborate with transverse teams and helpful colleagues
Contribute to innovative projects
Utilise our agile working environment
Steer your career in whatever direction you choose across functions and countries
Benefit from our investment in your development, through award-winning learning
Benefit from a fair and dynamic reward package that recognises your performance and potential, plus comprehensive and competitive social coverage (life, medical, pension).

You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you!

Important to note

As a global business, we’re an equal-opportunity employer that celebrates diversity across the 63 countries we operate in. We’re committed to creating an inclusive workplace for everyone.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,22 апреля 2025,https://hh.kz/vacancy/111766015,Английский — B1 — Средний
"Full stack разработчик (frontend, backend)","GuardinAI, Inc",Не указано,Не указано,"Ищем талантливого фулл-стак разработчика в команду GuardinAI. Данная роль требует сочетания навыков разработки как фронтенда, так и бэкенда, что включает в себя разработку и оптимизацию нашего веб-приложения, предназначенного для B2B клиентов. Идеальный кандидат должен быть опытен в управлении и масштабировании веб-приложений, и в быстрой работе с фронтендом и бэкендом, чтобы удовлетворить растущие потребности наших клиентов. Умение и желание постоянно учиться и открывать новые технологии и методы обязательно.

Обязанности:

Разработка и поддержка компонентов фронтенда и бэкенда нашего веб-приложения.

Сотрудничество с мультидисциплинарными командами для определения, проектирования и реализации новых функций.

Обеспечение производительности, качества, безопасности и отзывчивости приложений.

Интеграция с решениями для хранения данных, преимущественно с PostgreSQL.

Поддержание целостности кода и организации с использованием Git.

Использование Amazon Web Services (AWS) для решений масштабируемой инфраструктуры.

Обслуживание и поддержка существующих функциональностей для повышения производительности.

Следование текущим тенденциям и новым технологиям в индустрии для их применения в рамках роли.

Работа с клиентами из США и Европы
Разработка и поддержка фронтенд-части веб-приложения на ReactJS.

Тесное взаимодействие с дизайнером и бэкенд-разработчиком для реализации пользовательского интерфейса.

Оптимизация и расширение приложения.

Предложение и реализация новых идей для улучшения проекта.

Стремление учиться и бросать вызов самому себе

Требования:

Владение фреймворками JavaScript: React.js и Vue.js.

Значительный опыт работы с бэкендом на Node.js и Express.

Опыт работы с AWS и современными процессами развертывания.

Знание систем управления реляционными базами данных, предпочтительно PostgreSQL.

Глубокое понимание системы контроля версий Git.

Квалификация:

Степень бакалавра в области компьютерных наук, программирования, Информатики, Математики, Искусственного интеллекта, Машинного обучения или в смежной области; предпочтительно наличие степени магистра.

Не менее 2-3 лет профессионального опыта в полноценной разработке.

Отличные аналитические способности и навыки решения проблем.

Высокий уровень коммуникативных навыков и владение английским языком на уровне В2 и свободное владение русским.

Внимание к деталям и стремление к достижению поставленных целей;

Условия:

Испытательный период: 3 месяца;

Возможно оформление по ГПХ


Company Overview:
Join us at GuardinAI, a startup dedicated to solving Trust & Safety problems by leveraging advanced AI/ML technologies. We are building and offering a suite of robust web-application solutions for B2B clients.

Job Description:
We are seeking a talented Full Stack Developer to join our dynamic team. This role
requires a mix of front-end and back-end development skills, contributing to the
development and optimization of our web-based AI solutions. The ideal candidate will
be adept in managing and scaling web applications to meet the evolving needs of our
global clients.


Responsibilities:
● Develop and maintain the front-end and back-end components of our web
application.
● Collaborate with cross-functional teams to define, design, and ship new features.
● Ensure the performance, quality, security, and responsiveness of our web-application application.
● Integrate with data storage solutions (PostgreSQL and others).
● Maintain code integrity and organization using Git; follow code change best practices.
● Utilize Amazon Web Services (AWS) for scalable infrastructure solutions.
● Provide maintenance and support for existing functionalities to enhance
performance.
● Keep up-to-date with emerging technologies and industry trends to apply them
within the role.


Technical Skills:
● Proficiency in JavaScript frameworks: React.js and Vue.js.
● Strong backend knowledge and experience with Node.js and Express.
● Experience with AWS and modern deployment workflows (S3, Cloudfront, Route53, and others).
● Familiarity with relational database management systems, preferably
PostgreSQL (or MySQL, etc).
● Solid understanding of Git for version control.


Qualifications:
● Bachelor’s degree in Computer Science; Master’s degree preferred.
● At least 2-3 years of professional experience in full-stack development.
● Strong analytical skills and problem-solving aptitude; curious and always learning new things.
● Excellent communication skills and proficiency in English (B2 level at least)",1–3 года,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: гибрид,27 апреля 2025,https://hh.kz/vacancy/119695571,"React,SQL,Git,JavaScript,CSS3,HTML,PostgreSQL,Node.js,Backend,Обучение и развитие,Frontend,REST API,Vue.js"
Финансовый аналитик (по карточному бизнесу и эквайрингу),АО Jusan Bank,"Алматы, проспект Назарбаева, 242",Не указано,"Обязанности:
аналитика расходов и доходов (IRF, комиссий МПС), связанных с карточным бизнесом и эквайрингом;
аллокация IRF и комиссий МПС по транзакциям, клиентам, продуктам, сегментам;
подробная аналитика комиссий МПС с целью сокращения расходов Банка;
подготовка и автоматизация аналитических отчетов по карточному бизнесу и эквайрингу.
Требования:
высшее финансовое/экономическое образование
опыт работы с международными платежными системами (МПС) Visa и Mastercard, аналитический опыт работы в карточном бизнесе или эквайринге;
высокая работоспособность, стрессоустойчивость;
уверенный пользователь MS Excel;
знание SQL/Power BI приветствуется

Условия:
ежеквартальные бонусы
корпоративные предложения по фитнесу;
бесплатная подписка на онлайн библиотеку «Альпина Паблишер»;
приятная рабочая атмосфера в современном офисе в деловой части города;
возможность строить карьеру в одном из крупнейших банков Казахстана.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,25 апреля 2025,https://hh.kz/vacancy/119947032,Не указано
Бизнес/Системный аналитик (Middle/Middle+),Частная компания Akhter Studios Ltd.,Не указано,Не указано,"Мы ищем Бизнес/Системного аналитика (Middle/Middle+) в проект по работе с системами парсинга, интеграции с государственными сервисами, обновление внутренних справочников. Проект рассчитан на 2+ месяца с возможностью продолжения.
Формат — оффлайн (Алматы), полный рабочий день.

Что нужно будет делать:
Собирать, анализировать и документировать бизнес- и системные требования.
Вести документацию: BRD, SRS, Use Cases, User Stories.
Работать с командой разработки: передача требований, контроль реализации.
Проводить валидацию решений, участвовать в тестировании.
Оптимизировать текущие процессы, систематизировать справочные данные.
Коммуницировать с бизнес- и техническими стейкхолдерами.
Что важно для нас:
Must-have:
3–5 лет опыта в роли бизнес/системного аналитика, желательно в FinTech.
Опыт работы с BPMN/UML/ERD, Confluence, JIRA.
Уверенное понимание SDLC и Agile-подходов.
Навыки сбора требований, написания технической документации.
Коммуникабельность, самостоятельность, внимание к деталям.
Nice-to-have:
Опыт интеграции с гос. сервисами.
Опыт работы с ERP-системами.
Навыки работы с BI-инструментами (Power BI, Tableau).
Формат и условия:
Формат работы: оффлайн, full-time
Локация: Алматы
Часы работы: стандартный график, по времени Алматы
Тип договора: ИП / ГПХ
Срок проекта: от 2 месяцев
Особые условия: NDA, корпоративные доступы со стороны клиента
Что мы предлагаем:
Вовлечённость: вы работаете в связке с тимлидом, получаете ревью и участвуете в принятии решений
Поддержка и рост: быстрый онбординг, доступ к документации, командная помощь на старте
Мы фиксируем и поощряем высокий уровень обратной связи и качества работы — это основа для продолжения сотрудничества и рекомендаций
Возможность перейти в Core-команду и участвовать в системе ""COM"" — распределение прибыли проекта внутри команды (для внутренних проектов)
Минимум бюрократии и максимум доверия — мы ценим вашу самостоятельность и зрелость.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,23 апреля 2025,https://hh.kz/vacancy/119863958,"Бизнес-анализ,Системный анализ,BPML,UML,ERD,User Story,Use case,SRS,Agile,Scrum"
Аналитик в отдел развития проектов,BI GLOBAL,Не указано,Не указано,"ОБЯЗАННОСТИ:
Изучение и анализ информации на рынке РК в сфере гражданского и промышленного строительства;
Отслеживание объема и трендов строительного рынка в РК;
Прогнозирование экономической ситуации на рынке РК и зарубежом;
Составление маркетинговых исследований;
Поиск стратегических направлений развития подразделения Компании в Западном регионе РК;
Разработка предложений и презентационных материалов по проектам для руководства, клиентов;
Ведение переговоров с заказчиками, партнерами, конкурентами;
ТРЕБОВАНИЯ:
Высшее образование (международные отношения, государственное местное управление, менеджмент, экономика, финансы);
Опыт работы: от 2х лет;
Свободное владение английским языком;
Умение создавать презентации;
Финансовая грамотность (анализ бюджетов, стоимостный анализ);
Умение проводить мониторинг и анализировать информацию, обрабатывая ее в готовые отчеты;
Аналитический склад ума;
Креативные навыки;
Обширный кругозор, владение информацией по глобальным трендам рынка;
Знание рынка строительной отрасли;
Обладание навыками ведения деловых переговоров.
УСЛОВИЯ:
Официальное трудоустройство;
Социальный пакет;
Корпоративное обучение;
Перспектива карьерного роста;",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,25 апреля 2025,https://hh.kz/vacancy/119941961,"Аналитическое мышление,Разработка стратегии развития,MS PowerPoint,Маркетинговая стратегия,экономика"
BI-аналитик данных,ТОО ILA Group,"Астана, проспект Республики, 34А",Не указано,"BI-аналитик данных (финтех-стартап)

Мы — амбициозный стартап в сфере финансов. Создаём продукт, который поможет малому и среднему бизнесу легко управлять финансами: от отчётов о прибылях и убытках до юнит-экономики и визуальных дашбордов.

В нашу команду требуются активные и позитивные люди, которые готовы расти вместе с проектом и влиять на ключевые решения с первых дней!

Обязанности:

Сбор, обработка и анализ финансовых данных

Построение визуальных дашбордов и отчётности (P&L, ДДС, юнит-экономика и др.)

Автоматизация отчётности и создание моделей для принятия управленческих решений

Взаимодействие с продуктовой и технической командой для корректной настройки источников данных

Мониторинг ключевых метрик и выявление отклонений

Требования:

Опыт работы BI-аналитиком от 1 года

Уверенное знание SQL, Excel/Google Sheets, опыт работы с BI-системами (Power BI, Tableau, Looker и др.)

Понимание финансовых показателей и принципов юнит-экономики

Умение работать в условиях неопределённости и стартап-среды

Будет плюсом: опыт в финтехе или проектах, связанных с финансами

Условия:

Участие в стартапе на ранней стадии и возможность влиять на продукт

Гибкий график и возможность удалённой работы

Дружелюбная и мотивированная команда

Возможность получить долю в проекте (опцион) при успешной работе

Быстрый рост и развитие вместе с проектом

Если ты хочешь развиваться в сфере BI и финтеха, присылай резюме и пару слов о себе! Будем рады познакомиться",не требуется,"Полная занятость
Стажировка",График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,18 апреля 2025,https://hh.kz/vacancy/119708385,Не указано
"Главный специалист по исследованию клиентского опыта
В архиве с 28 апреля 2025",ТОО Freedom Telecom Operations,Не указано,Не указано,Не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,Не указано,https://hh.kz/vacancy/117898017,Не указано
"Senior BI Consultant, Digital CFO group in Consulting",ТОО KPMG,Не указано,Не указано,"We are looking for a Senior BI Consultant to join our Digital CFO team. This role is perfect for someone with a solid background in BI, data analytics, and finance who is ready to lead complex projects and drive digital transformation in financial planning and analysis.

You will:

Participate in projects to develop and implement business intelligence and visualization tools using MS Power BI, Qlik Sense, and Apache Super Set.

Develop and sustain BI dashboards, reports, and datasets to generate actionable insights for our clients.

Implement data models in Power BI to meet reporting requirements, ensuring accuracy and reliability.

Create and manage data connections and transformations using Power Query and DAX.

Ensure the performance and efficiency of Power BI reports and dashboards.

Train and support end-users to maximize Power BI functionalities.

Support entity-wide transformation programs from strategic planning to operational implementation.

Design finance operating models and digitalize financial planning and analysis (FP&A) processes.

Provide strategic recommendations for client issues, focusing on target operating models and business processes.

Utilize advanced project management techniques to ensure successful project execution.

You’re a great fit if you:

Hold a Bachelor’s or Master’s degree from a leading Kazakhstani or international university in IT, Mathematics, Finance, Statistics, Economics, or a related field.

Bring 3-5 years of experience in IT, data analysis, or BI, with demonstrated expertise in creating and managing interactive dashboards.

Experience with EPM solutions like SAP BPC/SAC, Oracle Hyperion, Anaplan, or Board is a plus.

Knowledge of financial modeling is advantageous.

Certifications like CIMA, CMA, ACCA, and project management experience are an advantage.

Proficiency with BI systems (Power BI, Qlik Sense, Apache Super Set), ETL processes, Python, SQL, and advanced MS Excel and PowerPoint.

Possess Upper-Intermediate (B2) proficiency in Russian and English, with excellent communication skills.

Diversity & Inclusion Statement

We are committed to creating a diverse and inclusive workplace. All qualified applicants will receive consideration for employment regardless of their unique abilities, background, or identity. A flexible, hybrid working schedule where employees can work at different locations: at home, in the office, or at a client’s site",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,8 апреля 2025,https://hh.kz/vacancy/115080366,"SQL,Power BI,Бизнес-анализ,Анализ бизнес показателей,Математическое моделирование,Системный анализ,Работа с базами данных,Английский язык,ERP Systems,Power Query,Analysis,DAX,Qlik Sense,Tableau"
Руководитель отдела продаж (РОП),ТОО NurZin,"Шымкент, улица Мангельдина, 284/1",Не указано,"Руководитель отдела продаж (РОП)
Требуемый опыт работы: 3–5 лет
Полная занятость, полный день

В связи с активным развитием компании мы ищем сильного Руководителя отдела продаж (РОП), который сможет выстроить системные продажи, усилить команду и обеспечить рост ключевых показателей бизнеса.

Что мы предлагаем:

Возможность работы в быстрорастущем IT-бизнесе с амбициозными целями.
Прогрессивную команду профессионалов, готовых к росту и развитию.
Продукт с высокой востребованностью и сильной экспертной поддержкой.
Чёткие бизнес-процессы и работа с актуальными digital-инструментами (amoCRM, Power BI и др.).
Возможности профессионального роста и влияния на стратегию продаж.

Какие задачи предстоит решать:

Разработка и внедрение системы продаж, направленной на увеличение конверсии.
Найм, обучение, мотивация и контроль команды менеджеров по продажам.
Разработка и внедрение скриптов, воронки продаж, автоматизации процессов.
Выполнение и перевыполнение планов по выручке и прибыли.
Взаимодействие с маркетинговой командой для привлечения качественных лидов.
Контроль и анализ эффективности работы менеджеров через CRM (amoCRM).
Внедрение регулярной отчетности, аналитики и оптимизация процессов продаж.

Какие качества мы ценим в кандидатах:

Опыт работы в продажах B2C от 3 лет, из них не менее 1 года в роли РОПа.
Навык управления командой, умение вдохновлять, обучать и контролировать.
Глубокое понимание продаж, воронки и триггеров принятия решения клиентами.
Опыт работы с CRM и аналитическими инструментами.
Нацеленность на результат, высокий уровень самоорганизации и ответственности.
Желание расти вместе с компанией, внедрять новые инструменты и тестировать гипотезы.

Условия работы и оплаты:

График: с 10:00 до 19:00 (5/2)
Оплата: Оклад + KPI + % от продаж
Офис в удобной локации, комфортные условия работы
Работа в перспективной, быстроразвивающейся компании

Как понять, что эта вакансия для вас?

Если вы внимательно прочли вакансию и осознали, что хотите построить сильную систему продаж в компании с потенциалом роста, напишите в отклике «Я готов(а) построить отдел продаж в [название компании]» – так мы поймем, что вы действительно настроены на результат!

Ждем ваши отклики!",1–3 года,"Полная занятость
Возможно временное оформление",График: 5/2 или свободный,Рабочие часы: 8,Формат работы: гибрид,25 апреля 2025,https://hh.kz/vacancy/118616049,"Активные продажи,Поиск и привлечение клиентов,Консультирование клиентов,Теплые продажи,Телефонные переговоры,Работа с CRM"
ИТ-архитектор,РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан,"Нур-Султан (Астана), проспект Мангилик Ел, 8",Не указано,"Обязанности:
Анализ существующей архитектуры организации и информационных систем;
Разработка целевой ИТ-архитектуры государственного органа;
Разработка основных слоев архитектуры – деятельность (бизнес-процессы), данные, информационные системы, ИК-инфраструктура;
Проектирование информационных систем и архитектуры баз данных, приложений;
Участие в разработке и экспертизе нормативно-технической, техно-рабочей и проектной документации для информационных систем;
Выполнение функции технического координатора проектов;
Координация процесса работ аналитиков и разработчиков программного обеспечения;
Контроль:

Соблюдения архитектуры решения;

Исходных кодов;

Соответствия разработки техническому решению и СТПО.

Требования:
Высшее техническое образование (информационные системы, вычислительная техника, математика, прикладная математика);
Знание законодательства в сфере информатизации;
Опыт работы ИТ-архитектором от 5 лет;
Знание и опыт использования методологий для построения ИТ-архитектуры предприятия (TOGAF, FEAR, Gartner/Meta Framework);
Знание процессов и моделей жизненного цикла программного обеспечения;
Знание методов анализа и построения архитектуры ИС;
Опыт успешного завершения проектов в области разработки и внедрения информационных систем;
Знание методологии архитектурных процессов (бизнес-процессы, принципы, стандарты);
Навыки анализа рисков ИТ-проектов;
Понимание принципов управления проектами.
Условия:
Оформление в соответствии с ТК РК
Оплачиваемые больничные и отпуска
Премии по итогам работ
Работа в динамично развивающейся Компании;
Молодой дружный коллектив;
Пятидневный рабочий день;
Заработная плата обговаривается по итогам собеседования.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,26 апреля 2025,https://hh.kz/vacancy/119263238,"TOGAF,Управление проектами,Моделирование бизнес процессов,Управление рисками,Бизнес-анализ,Системный анализ,Информационные технологии,AllFusion ERwin Data Modeler,Бизнес-моделирование,Google SketchUp,MS Visio,Аналитическое мышление,Cистемы управления базами данных,Анализ данных,Базы данных"
ML Engineer,"GuardinAI, Inc",Не указано,Не указано,"We are seeking a highly motivated and skilled Machine Learning Engineer to join our team

focused on training and deploying machine learning models and fine-tuning large language

models (LLMs). This role will be central to developing efficient, scalable, and domain-specific

ML/LLM solutions that power our AI products.

Responsibilities:

• Design, implement, and optimize training pipelines for small-scale machine learning models

(e.g., decision trees, gradient boosting, small neural nets, CNN).

• Fine-tune large pre-trained language models (e.g., LLaMA, Mistral, Qwen, GPT) for specific

tasks using supervised learning, reinforcement learning (RLHF), or parameter-efficient

techniques (LoRA, QLoRA, PEFT).

• Conduct dataset preparation, preprocessing, and augmentation for both small and large

models.

• Perform hyperparameter tuning and model evaluation using appropriate metrics.

• Monitor and optimize model performance, inference speed, and memory footprint.

• Contribute to internal tools and libraries that streamline ML experimentation and deployment.

Requirements:

• Strong programming skills in Python and experience with ML frameworks like PyTorch,

HuggingFace Transformers, or scikit-learn.

• Experience in training and fine-tuning large language models using modern toolkits (e.g.,

PEFT, DeepSpeed, FSDP).

• Familiarity with distributed training, mixed-precision training, and checkpoint management.

• Solid understanding of ML fundamentals, including model selection, training/validation

workflows, and performance evaluation.

• Hands-on experience with data handling, feature engineering, and synthetic data generation.

• Working knowledge of experiment tracking tools (Weights & Biases).

• Familiarity with cloud environments (AWS, GCP, Azure) or on-premise GPU clusters.

• Strong problem-solving skills and ability to work independently in a fast-paced environment.

Nice to Have:

• Experience with retrieval-augmented generation (RAG), prompt tuning, or instruction tuning.

• Exposure to quantization and model compression techniques.• Experience with deploying ML models using APIs or serving frameworks (e.g., FastAPI, Triton

Inference Server).",1–3 года,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 7,Формат работы: гибрид,8 апреля 2025,https://hh.kz/vacancy/119304454,Не указано
Sales Finance Supervisor,ТОО PepsiCo Central Asia (ПепсиКо Центральная Азия),"Алматы, проспект Абая, 109В",Не указано,"Responsibilities:​​​​​​​

- Reporting and analysis including periodic reporting, periodic forecast analysis and deck preparation regarding to revenue recognition.

- Implementing revenue management initiatives (pack, price, commercial spend strategies) (Execute).

- CDA process coordination and facilitation :

- Deliver regular CDA review to Sales and DX Managers to provide guidance for business decisions

- Budget control & FIFO Analysis

- Pricing implementation in accordance with Pricing Calendar and company regulations

- Lead pricing coordination by preparing all necessary administrative and financial documents for pricing implementation, approving pricing decision within company responsible functions and outside organization as appropriate.

- Provide analytics for monthly sales council review of trade spend & promotional performance (Execute).

- Provide analytics for AOP/P’x’F and ad-hoc performance deep-dives to fully understand and address revenue management issues within MU (Execute).

- Making recommendations for on-going adjustments and perform ad-hoc analysis that lead to problem solving and business improving recommendations regarding to revenue growth (Consulting).

- Work with cross-functional teams to manage P&L expectations and meet revenue goals (including P&Ls for NPD) (Execute).

- Support ad-hoc market projects within RM agenda (Execute).

Requirements​​​​​​​:
Higher education;
Experience in financial analysis, preparation of financial and management reporting, budgeting;
Working in international companies for at least 3-5 years;
Advanced Excel user;
English knowledge - B1 (Intermediate) and above;
Experience in FMCG is desirable
Conditions:​​​
Working in an international company with developed corporate values and standards;
Official registration in the staff of the company;
Stable salary, annual salary increase based on performance;
Advanced social package: voluntary medical insurance, life insurance, cellular communication compensation;
Opportunity for growth within the company.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,22 апреля 2025,https://hh.kz/vacancy/119835814,Не указано
Senior Product Manager (RX),ТЕВА,Не указано,Не указано,"HOW YOU’LL SPEND YOUR DAY

Analyze market performance of RX Brands, monitor competitive activities, regularly execute pricing monitoring; prepare regular performance reports
RX Brand/Category Strategy development and further full execution leadership
Forecast the demand for RX brands together with analysts and sales team
Develop budget plan based on strategic and marketing plan, control expenses against budget, produce periodical reports
Plan and execute marketing activities for all the target audiences (Pharmacists, Pharmacy Chain managers, Consumers, HCPs)
Develop promotional materials, presentational materials as well as supporting data in coordination with the related departments
Develop plans for new products (incl. line extension) launching in coordination with related departments (Sales, Operations and Business Development)

YOUR EXPERIENCE AND QUALIFICATIONS

Higher education (Master’s Degree is a benefit)
3-5 years’ overall experience in marketing of multinational Pharmaceutical company
Excellent analytical skills, ability to work with a big amount of data
Good time-management skills and multitasking
Great interpersonal and team working skills
Excellent influencing skills with a ‘make it happen’ attitude
Perfect knowledge of MS office (Power point, Excel)
English proficiency (fluent speaking and writing)

WE OFFER:

Competitive salary
Bonus
Food subsidy
Payment for mobile communications
Laptop
Corporate car or car allowance

TAKING CARE OF YOU AND YOUR LOVED ONES:

Extended insurance programs
Additional payment for sick leave
5 additional paid vacation days per year
Remote psychological assistance from RESO

WORKING IN A BEAUTIFUL OFFICE IN A HYBRID FORMAT:

3 days from the office and 2 days from home

PROFESSIONAL DEVELOPMENT:

Corporate training and development programs
Individual development plan for each employee
Corporate online library

ENGAGING CORPORATE LIFE:

Corporate Volunteering program
Corporate parties and events
Webinars with internal and invited speakers

And much more!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,25 апреля 2025,https://hh.kz/vacancy/118867136,Английский — B1 — Средний
